original_text,cleaned_text,case_folding,tokenized_text,normalized_text,stopword_removed
"materi yang diberikan juga update bgt tentang masalah terkini.		",materi yang diberikan juga update bgt tentang masalah terkini,materi yang diberikan juga update bgt tentang masalah terkini,"['materi', 'yang', 'diberikan', 'juga', 'update', 'bgt', 'tentang', 'masalah', 'terkini']","['materi', 'yang', 'diberikan', 'juga', 'inovasi', 'banget', 'tentang', 'kendala', 'terkini']","['materi', 'diberikan', 'inovasi', 'banget', 'kendala', 'terkini']"
"untuk kedepannya semoga acaranya lebih tepat waktu lagi sesuai jadwal		",untuk kedepannya semoga acaranya lebih tepat waktu lagi sesuai jadwal,untuk kedepannya semoga acaranya lebih tepat waktu lagi sesuai jadwal,"['untuk', 'kedepannya', 'semoga', 'acaranya', 'lebih', 'tepat', 'waktu', 'lagi', 'sesuai', 'jadwal']","['untuk', 'ke depannya', 'semoga', 'acara', 'lebih', 'tepat', 'waktu', 'lagi', 'sesuai', 'jadwal']","['ke depannya', 'semoga', 'acara', 'tepat', 'waktu', 'sesuai', 'jadwal']"
"tetapi saran saya perlu ditambahkannya sedikit animasi animasi agar tidak membosankan.		",tetapi saran saya perlu ditambahkannya sedikit animasi animasi agar tidak membosankan,tetapi saran saya perlu ditambahkannya sedikit animasi animasi agar tidak membosankan,"['tetapi', 'saran', 'saya', 'perlu', 'ditambahkannya', 'sedikit', 'animasi', 'animasi', 'agar', 'tidak', 'membosankan']","['tetapi', 'usulan', 'saya', 'perlu', 'tambah', 'sedikit', 'konten', 'konten', 'agar', 'tidak', 'bosan']","['usulan', 'perlu', 'tambah', 'sedikit', 'konten', 'konten', 'bosan']"
"Sangat seru acaranya dan bermanfaat		",Sangat seru acaranya dan bermanfaat,sangat seru acaranya dan bermanfaat,"['sangat', 'seru', 'acaranya', 'dan', 'bermanfaat']","['sangat', 'menarik', 'acara', 'dan', 'bermanfaat']","['menarik', 'acara', 'bermanfaat']"
"Jadwal mulai nya tidak tepat waktu semoga kedepanya bisa lebih baik lagi		",Jadwal mulai nya tidak tepat waktu semoga kedepanya bisa lebih baik lagi,jadwal mulai nya tidak tepat waktu semoga kedepanya bisa lebih baik lagi,"['jadwal', 'mulai', 'nya', 'tidak', 'tepat', 'waktu', 'semoga', 'kedepanya', 'bisa', 'lebih', 'baik', 'lagi']","['jadwal', 'mulai', 'nya', 'tidak', 'tepat', 'waktu', 'semoga', 'ke depannya', 'bisa', 'lebih', 'baik', 'lagi']","['jadwal', 'mulai', 'tepat', 'waktu', 'semoga', 'ke depannya', 'baik']"
"Kakak kakak narasumber nya keren		",Kakak kakak narasumber nya keren,kakak kakak narasumber nya keren,"['kakak', 'kakak', 'narasumber', 'nya', 'keren']","['kakak', 'kakak', 'narasumber', 'nya', 'keren']","['kakak', 'kakak', 'narasumber', 'keren']"
"Acara berjalan dengan baik tanpa ada kendala		",Acara berjalan dengan baik tanpa ada kendala,acara berjalan dengan baik tanpa ada kendala,"['acara', 'berjalan', 'dengan', 'baik', 'tanpa', 'ada', 'kendala']","['acara', 'terlaksana', 'dengan', 'baik', 'tanpa', 'ada', 'kendala']","['acara', 'terlaksana', 'baik', 'kendala']"
"Seruuuu walaupun gk bisa pake vbg sorry ya kak		",Seru walaupun gk bisa pake vbg sorry ya kak,seru walaupun gk bisa pake vbg sorry ya kak,"['seru', 'walaupun', 'gk', 'bisa', 'pake', 'vbg', 'sorry', 'ya', 'kak']","['menarik', 'walaupun', 'tidak', 'bisa', 'pakai', 'vbg', 'maaf', 'ya', 'kakak']","['menarik', 'walaupun', 'pakai', 'vbg', 'maaf', 'kakak']"
"Semoga fkbmik diadakan lagi tahun depan		",Semoga fkbmik diadakan lagi tahun depan,semoga fkbmik diadakan lagi tahun depan,"['semoga', 'fkbmik', 'diadakan', 'lagi', 'tahun', 'depan']","['semoga', 'fkbmik', 'mengadakan', 'lagi', 'waktu', 'depan']","['semoga', 'fkbmik', 'mengadakan', 'waktu', 'depan']"
"ada quiz dan pantun"" yang seru dan tidak membosankan		",ada quiz dan pantun yang seru dan tidak membosankan,ada quiz dan pantun yang seru dan tidak membosankan,"['ada', 'quiz', 'dan', 'pantun', 'yang', 'seru', 'dan', 'tidak', 'membosankan']","['ada', 'kuis', 'dan', 'pantun', 'yang', 'menarik', 'dan', 'tidak', 'bosan']","['kuis', 'pantun', 'menarik', 'bosan']"
"Acaranya menarik karena narasumbernya bisa membawakan materi dengan baik dan asik.		",Acaranya menarik karena narasumbernya bisa membawakan materi dengan baik dan asik,acaranya menarik karena narasumbernya bisa membawakan materi dengan baik dan asik,"['acaranya', 'menarik', 'karena', 'narasumbernya', 'bisa', 'membawakan', 'materi', 'dengan', 'baik', 'dan', 'asik']","['acara', 'seru', 'karena', 'narasumber', 'bisa', 'membawa', 'materi', 'dengan', 'baik', 'dan', 'asyik']","['acara', 'seru', 'narasumber', 'membawa', 'materi', 'baik', 'asyik']"
"MC dan moderatornya juga oke banget jadi tidak terlalu boring ketika webinar berlangsung		",MC dan moderatornya juga oke banget jadi tidak terlalu boring ketika webinar berlangsung,mc dan moderatornya juga oke banget jadi tidak terlalu boring ketika webinar berlangsung,"['mc', 'dan', 'moderatornya', 'juga', 'oke', 'banget', 'jadi', 'tidak', 'terlalu', 'boring', 'ketika', 'webinar', 'berlangsung']","['mc', 'dan', 'moderator', 'juga', 'baik', 'sekali', 'jadi', 'tidak', 'terlalu', 'bosan', 'ketika', 'seminar', 'dilaksanakan']","['mc', 'moderator', 'baik', 'sekali', 'terlalu', 'bosan', 'seminar', 'dilaksanakan']"
"pemaparan materi yang jelas.		",pemaparan materi yang jelas,pemaparan materi yang jelas,"['pemaparan', 'materi', 'yang', 'jelas']","['pemaparan', 'materi', 'yang', 'jelas']","['pemaparan', 'materi', 'jelas']"
"alhamdulillah lancar, semoga selanjutnya offline		",alhamdulillah lancar semoga selanjutnya offline,alhamdulillah lancar semoga selanjutnya offline,"['alhamdulillah', 'lancar', 'semoga', 'selanjutnya', 'offline']","['syukur', 'sukses', 'semoga', 'lanjut', 'luring']","['syukur', 'sukses', 'semoga', 'lanjut', 'luring']"
"Terimakasih sudah menyelenggarakan acara yang sangat luar biasa dan bermanfaat		",Terimakasih sudah menyelenggarakan acara yang sangat luar biasa dan bermanfaat,terimakasih sudah menyelenggarakan acara yang sangat luar biasa dan bermanfaat,"['terimakasih', 'sudah', 'menyelenggarakan', 'acara', 'yang', 'sangat', 'luar', 'biasa', 'dan', 'bermanfaat']","['terima kasih', 'sudah', 'menyelenggarakan', 'acara', 'yang', 'sangat', 'luar', 'biasa', 'dan', 'bermanfaat']","['terima kasih', 'menyelenggarakan', 'acara', 'luar', 'biasa', 'bermanfaat']"
"sudah cukup bagus dan menarik		",sudah cukup bagus dan menarik,sudah cukup bagus dan menarik,"['sudah', 'cukup', 'bagus', 'dan', 'menarik']","['sudah', 'cukup', 'keren', 'dan', 'seru']","['cukup', 'keren', 'seru']"
"Webinarnya seru, coba undang guest banyak lagi		",Webinarnya seru coba undang guest banyak lagi,webinarnya seru coba undang guest banyak lagi,"['webinarnya', 'seru', 'coba', 'undang', 'guest', 'banyak', 'lagi']","['seminar', 'menarik', 'coba', 'undang', 'narasumber', 'banyak', 'lagi']","['seminar', 'menarik', 'coba', 'undang', 'narasumber', 'banyak']"
"Semoga lain waktu acaranya secara luring		",Semoga lain waktu acaranya secara luring,semoga lain waktu acaranya secara luring,"['semoga', 'lain', 'waktu', 'acaranya', 'secara', 'luring']","['semoga', 'lain', 'waktu', 'acara', 'secara', 'luring']","['semoga', 'waktu', 'acara', 'luring']"
"ada sedikit suara suara aja yang mengganggu		",ada sedikit suara suara aja yang mengganggu,ada sedikit suara suara aja yang mengganggu,"['ada', 'sedikit', 'suara', 'suara', 'aja', 'yang', 'mengganggu']","['ada', 'sedikit', 'suara', 'suara', 'saja', 'yang', 'gangguan']","['sedikit', 'suara', 'suara', 'gangguan']"
"sangat menarik dan memberikan banyak ilmu yang dapat diambil juga sangat bermanfaat		",sangat menarik dan memberikan banyak ilmu yang dapat diambil juga sangat bermanfaat,sangat menarik dan memberikan banyak ilmu yang dapat diambil juga sangat bermanfaat,"['sangat', 'menarik', 'dan', 'memberikan', 'banyak', 'ilmu', 'yang', 'dapat', 'diambil', 'juga', 'sangat', 'bermanfaat']","['sangat', 'seru', 'dan', 'memberi', 'banyak', 'pengalaman', 'yang', 'dapat', 'ambil', 'juga', 'sangat', 'bermanfaat']","['seru', 'memberi', 'banyak', 'pengalaman', 'ambil', 'bermanfaat']"
"mungkin bisa diselingi games atau hiburan agar peserta tidak bosan		",mungkin bisa diselingi games atau hiburan agar peserta tidak bosan,mungkin bisa diselingi games atau hiburan agar peserta tidak bosan,"['mungkin', 'bisa', 'diselingi', 'games', 'atau', 'hiburan', 'agar', 'peserta', 'tidak', 'bosan']","['mungkin', 'bisa', 'selingan', 'permainan', 'atau', 'hiburan', 'agar', 'peserta', 'tidak', 'bosan']","['mungkin', 'selingan', 'permainan', 'hiburan', 'peserta', 'bosan']"
"FKBM-IK keren		",FKBMIK keren,fkbmik keren,"['fkbmik', 'keren']","['fkbmik', 'keren']","['fkbmik', 'keren']"
"acaranya seru dan bermanfaat		",acaranya seru dan bermanfaat,acaranya seru dan bermanfaat,"['acaranya', 'seru', 'dan', 'bermanfaat']","['acara', 'menarik', 'dan', 'bermanfaat']","['acara', 'menarik', 'bermanfaat']"
"Acaranya dan pembicaranya seru apalagi ada games semoga next ada acara kaya gini lagi yaa		",Acaranya dan pembicaranya seru apalagi ada games semoga next ada acara kaya gini lagi yaa,acaranya dan pembicaranya seru apalagi ada games semoga next ada acara kaya gini lagi yaa,"['acaranya', 'dan', 'pembicaranya', 'seru', 'apalagi', 'ada', 'games', 'semoga', 'next', 'ada', 'acara', 'kaya', 'gini', 'lagi', 'yaa']","['acara', 'dan', 'narasumber', 'menarik', 'apalagi', 'ada', 'permainan', 'semoga', 'lanjut', 'ada', 'acara', 'kaya', 'begini', 'lagi', 'iya']","['acara', 'narasumber', 'menarik', 'permainan', 'semoga', 'lanjut', 'acara', 'kaya', 'begini']"
"semoga tahun depan bisa offline		",semoga tahun depan bisa offline,semoga tahun depan bisa offline,"['semoga', 'tahun', 'depan', 'bisa', 'offline']","['semoga', 'waktu', 'depan', 'bisa', 'luring']","['semoga', 'waktu', 'depan', 'luring']"
"Sudah bagus, sukses selalu		",Sudah bagus sukses selalu,sudah bagus sukses selalu,"['sudah', 'bagus', 'sukses', 'selalu']","['sudah', 'keren', 'sukses', 'selalu']","['keren', 'sukses', 'selalu']"
"Waktu mungkin dimulai nya bisa lebih tepat waktu		",Waktu mungkin dimulai nya bisa lebih tepat waktu,waktu mungkin dimulai nya bisa lebih tepat waktu,"['waktu', 'mungkin', 'dimulai', 'nya', 'bisa', 'lebih', 'tepat', 'waktu']","['waktu', 'mungkin', 'mulai', 'nya', 'bisa', 'lebih', 'tepat', 'waktu']","['waktu', 'mungkin', 'mulai', 'tepat', 'waktu']"
"kedepannya diharapkan waktu mulai sesuai dengan apa yang disampaikan		",kedepannya diharapkan waktu mulai sesuai dengan apa yang disampaikan,kedepannya diharapkan waktu mulai sesuai dengan apa yang disampaikan,"['kedepannya', 'diharapkan', 'waktu', 'mulai', 'sesuai', 'dengan', 'apa', 'yang', 'disampaikan']","['ke depannya', 'diharapkan', 'waktu', 'mulai', 'sesuai', 'dengan', 'apa', 'yang', 'disampaikan']","['ke depannya', 'diharapkan', 'waktu', 'mulai', 'sesuai', 'apa', 'disampaikan']"
"mulainya lumayan lama dari jam yang ditentukan		",mulainya lumayan lama dari jam yang ditentukan,mulainya lumayan lama dari jam yang ditentukan,"['mulainya', 'lumayan', 'lama', 'dari', 'jam', 'yang', 'ditentukan']","['mulai', 'lumayan', 'lama', 'dari', 'waktu', 'yang', 'ditentukan']","['mulai', 'lumayan', 'lama', 'waktu', 'ditentukan']"
"Acara berjalan dengan baik dan lancar		",Acara berjalan dengan baik dan lancar,acara berjalan dengan baik dan lancar,"['acara', 'berjalan', 'dengan', 'baik', 'dan', 'lancar']","['acara', 'terlaksana', 'dengan', 'baik', 'dan', 'sukses']","['acara', 'terlaksana', 'baik', 'sukses']"
"Materi nya tolong di share kak		",Materi nya tolong di share kak,materi nya tolong di share kak,"['materi', 'nya', 'tolong', 'di', 'share', 'kak']","['materi', 'nya', 'tolong', 'di', 'berbagi', 'kakak']","['materi', 'berbagi', 'kakak']"
"the best lah pokoknya.		",the best lah pokoknya,the best lah pokoknya,"['the', 'best', 'lah', 'pokoknya']","['itu', 'baik', 'lah', 'pokoknya']","['baik', 'pokoknya']"
"Gak ada, soalnya aku dapet hadiah		",Gak ada soalnya aku dapet hadiah,gak ada soalnya aku dapet hadiah,"['gak', 'ada', 'soalnya', 'aku', 'dapet', 'hadiah']","['tidak', 'ada', 'soal', 'saya', 'dapat', 'hadiah']","['soal', 'hadiah']"
"kedepan nya semoga semakin seru		",kedepan nya semoga semakin seru,kedepan nya semoga semakin seru,"['kedepan', 'nya', 'semoga', 'semakin', 'seru']","['ke depannya', 'nya', 'semoga', 'semakin', 'menarik']","['ke depannya', 'semoga', 'semakin', 'menarik']"
"Sangat membantu untuk informasinya		",Sangat membantu untuk informasinya,sangat membantu untuk informasinya,"['sangat', 'membantu', 'untuk', 'informasinya']","['sangat', 'membantu', 'untuk', 'penyampaian']","['membantu', 'penyampaian']"
"Seru dan bermanfaat banget.		",Seru dan bermanfaat banget,seru dan bermanfaat banget,"['seru', 'dan', 'bermanfaat', 'banget']","['menarik', 'dan', 'bermanfaat', 'sekali']","['menarik', 'bermanfaat', 'sekali']"
"jika bisa tambahkan banyak games games di sesi selingan untuk membuat peserta tetap semangat.		",jika bisa tambahkan banyak games games di sesi selingan untuk membuat peserta tetap semangat,jika bisa tambahkan banyak games games di sesi selingan untuk membuat peserta tetap semangat,"['jika', 'bisa', 'tambahkan', 'banyak', 'games', 'games', 'di', 'sesi', 'selingan', 'untuk', 'membuat', 'peserta', 'tetap', 'semangat']","['jika', 'bisa', 'tambah', 'banyak', 'permainan', 'permainan', 'di', 'sesi', 'selingan', 'untuk', 'membuat', 'peserta', 'tetap', 'semangat']","['tambah', 'banyak', 'permainan', 'permainan', 'sesi', 'selingan', 'membuat', 'peserta', 'tetap', 'semangat']"
"materi yang disampaikan sangat bermanfaat~!		",materi yang disampaikan sangat bermanfaat,materi yang disampaikan sangat bermanfaat,"['materi', 'yang', 'disampaikan', 'sangat', 'bermanfaat']","['materi', 'yang', 'disampaikan', 'sangat', 'bermanfaat']","['materi', 'disampaikan', 'bermanfaat']"
"Mungkin bisa ditambah sesi icebreaking agar tetap semangat		",Mungkin bisa ditambah sesi icebreaking agar tetap semangat,mungkin bisa ditambah sesi icebreaking agar tetap semangat,"['mungkin', 'bisa', 'ditambah', 'sesi', 'icebreaking', 'agar', 'tetap', 'semangat']","['mungkin', 'bisa', 'tambah', 'sesi', 'permainan', 'agar', 'tetap', 'semangat']","['mungkin', 'tambah', 'sesi', 'permainan', 'tetap', 'semangat']"
"materinya keren		",materinya keren,materinya keren,"['materinya', 'keren']","['materi', 'keren']","['materi', 'keren']"
"semoga kedepannya lebih baik lagi :)		",semoga kedepannya lebih baik lagi,semoga kedepannya lebih baik lagi,"['semoga', 'kedepannya', 'lebih', 'baik', 'lagi']","['semoga', 'ke depannya', 'lebih', 'baik', 'lagi']","['semoga', 'ke depannya', 'baik']"
"Sangat bagus, acara sedikit mundur dari jadwal		",Sangat bagus acara sedikit mundur dari jadwal,sangat bagus acara sedikit mundur dari jadwal,"['sangat', 'bagus', 'acara', 'sedikit', 'mundur', 'dari', 'jadwal']","['sangat', 'keren', 'acara', 'sedikit', 'mundur', 'dari', 'jadwal']","['keren', 'acara', 'sedikit', 'mundur', 'jadwal']"
"Meet tadi sangat terlambat dari yang sudah dijadwalkan, saran: adanya persiapan tambahan sebelum meet dimulai		",Meet tadi sangat terlambat dari yang sudah dijadwalkan saran adanya persiapan tambahan sebelum meet dimulai,meet tadi sangat terlambat dari yang sudah dijadwalkan saran adanya persiapan tambahan sebelum meet dimulai,"['meet', 'tadi', 'sangat', 'terlambat', 'dari', 'yang', 'sudah', 'dijadwalkan', 'saran', 'adanya', 'persiapan', 'tambahan', 'sebelum', 'meet', 'dimulai']","['pertemuan', 'tadi', 'sangat', 'terlambat', 'dari', 'yang', 'sudah', 'jadwal', 'usulan', 'ada', 'persiapan', 'tambahan', 'sebelum', 'pertemuan', 'mulai']","['pertemuan', 'tadi', 'terlambat', 'jadwal', 'usulan', 'persiapan', 'tambahan', 'pertemuan', 'mulai']"
"Terus semangat dan berkembang menjadi lebih baik.		",Terus semangat dan berkembang menjadi lebih baik,terus semangat dan berkembang menjadi lebih baik,"['terus', 'semangat', 'dan', 'berkembang', 'menjadi', 'lebih', 'baik']","['terus', 'semangat', 'dan', 'tumbuh', 'menjadi', 'lebih', 'baik']","['terus', 'semangat', 'tumbuh', 'menjadi', 'baik']"
"acaranya keren		",acaranya keren,acaranya keren,"['acaranya', 'keren']","['acara', 'keren']","['acara', 'keren']"
"Utamakan kedisiplinan waktu		",Utamakan kedisiplinan waktu,utamakan kedisiplinan waktu,"['utamakan', 'kedisiplinan', 'waktu']","['utama', 'disiplin', 'waktu']","['utama', 'disiplin', 'waktu']"
"Sudah cukup baik untuk pembawaan dan sebagainya, kemudian dari saya tidak bisa berkomentar banyak dikarenakan saat acara ini berlangsung saya ada beberapa hal yang tidak bisa saya hindari sehingga saya sering meninggalkan device saya untuk mengerjakan hal tersebut.		",Sudah cukup baik untuk pembawaan dan sebagainya kemudian dari saya tidak bisa berkomentar banyak dikarenakan saat acara ini berlangsung saya ada beberapa hal yang tidak bisa saya hindari sehingga saya sering meninggalkan device saya untuk mengerjakan hal tersebut,sudah cukup baik untuk pembawaan dan sebagainya kemudian dari saya tidak bisa berkomentar banyak dikarenakan saat acara ini berlangsung saya ada beberapa hal yang tidak bisa saya hindari sehingga saya sering meninggalkan device saya untuk mengerjakan hal tersebut,"['sudah', 'cukup', 'baik', 'untuk', 'pembawaan', 'dan', 'sebagainya', 'kemudian', 'dari', 'saya', 'tidak', 'bisa', 'berkomentar', 'banyak', 'dikarenakan', 'saat', 'acara', 'ini', 'berlangsung', 'saya', 'ada', 'beberapa', 'hal', 'yang', 'tidak', 'bisa', 'saya', 'hindari', 'sehingga', 'saya', 'sering', 'meninggalkan', 'device', 'saya', 'untuk', 'mengerjakan', 'hal', 'tersebut']","['sudah', 'cukup', 'baik', 'untuk', 'pembawaan', 'dan', 'sebagainya', 'kemudian', 'dari', 'saya', 'tidak', 'bisa', 'umpan balik', 'banyak', 'karena', 'saat', 'acara', 'ini', 'dilaksanakan', 'saya', 'ada', 'beberapa', 'hal', 'yang', 'tidak', 'bisa', 'saya', 'hindar', 'sehingga', 'saya', 'sering', 'tinggal', 'perangkat', 'saya', 'untuk', 'mengerjakan', 'hal', 'tersebut']","['cukup', 'baik', 'pembawaan', 'kemudian', 'umpan balik', 'banyak', 'acara', 'dilaksanakan', 'beberapa', 'hindar', 'sering', 'tinggal', 'perangkat', 'mengerjakan', 'tersebut']"
"acaranya tadi molor, jadi menunggu terlalu lama		",acaranya tadi molor jadi menunggu terlalu lama,acaranya tadi molor jadi menunggu terlalu lama,"['acaranya', 'tadi', 'molor', 'jadi', 'menunggu', 'terlalu', 'lama']","['acara', 'tadi', 'terlambat', 'jadi', 'tunggu', 'terlalu', 'lama']","['acara', 'tadi', 'terlambat', 'tunggu', 'terlalu', 'lama']"
"Saya berharap kegiatan selanjutnya makin menarik		",Saya berharap kegiatan selanjutnya makin menarik,saya berharap kegiatan selanjutnya makin menarik,"['saya', 'berharap', 'kegiatan', 'selanjutnya', 'makin', 'menarik']","['saya', 'berharap', 'acara', 'lanjut', 'semakin', 'seru']","['berharap', 'acara', 'lanjut', 'semakin', 'seru']"
"Untuk kritik, sepertinya tidak ada yang perlu dikritik karena acara webinar kali ini sangat kondusif dan cukup menyenangkan.		",Untuk kritik sepertinya tidak ada yang perlu dikritik karena acara webinar kali ini sangat kondusif dan cukup menyenangkan,untuk kritik sepertinya tidak ada yang perlu dikritik karena acara webinar kali ini sangat kondusif dan cukup menyenangkan,"['untuk', 'kritik', 'sepertinya', 'tidak', 'ada', 'yang', 'perlu', 'dikritik', 'karena', 'acara', 'webinar', 'kali', 'ini', 'sangat', 'kondusif', 'dan', 'cukup', 'menyenangkan']","['untuk', 'kritik', 'seperti', 'tidak', 'ada', 'yang', 'perlu', 'kritik', 'karena', 'acara', 'seminar', 'kali', 'ini', 'sangat', 'kondusif', 'dan', 'cukup', 'senang']","['kritik', 'perlu', 'kritik', 'acara', 'seminar', 'kali', 'kondusif', 'cukup', 'senang']"
"Lebih banyak lagi games dan quiznya		",Lebih banyak lagi games dan quiznya,lebih banyak lagi games dan quiznya,"['lebih', 'banyak', 'lagi', 'games', 'dan', 'quiznya']","['lebih', 'banyak', 'lagi', 'permainan', 'dan', 'kuis']","['banyak', 'permainan', 'kuis']"
"saran meet nya jangan lama lama:(		",saran meet nya jangan lama lama,saran meet nya jangan lama lama,"['saran', 'meet', 'nya', 'jangan', 'lama', 'lama']","['usulan', 'pertemuan', 'nya', 'jangan', 'lama', 'lama']","['usulan', 'pertemuan', 'jangan', 'lama', 'lama']"
"Selain ada quiz, saran saja ada sesi icebreaking biar tidak mengantuk		",Selain ada quiz saran saja ada sesi icebreaking biar tidak mengantuk,selain ada quiz saran saja ada sesi icebreaking biar tidak mengantuk,"['selain', 'ada', 'quiz', 'saran', 'saja', 'ada', 'sesi', 'icebreaking', 'biar', 'tidak', 'mengantuk']","['selain', 'ada', 'kuis', 'usulan', 'saja', 'ada', 'sesi', 'permainan', 'agar', 'tidak', 'mengantuk']","['kuis', 'usulan', 'sesi', 'permainan', 'mengantuk']"
"keren acaranya		",keren acaranya,keren acaranya,"['keren', 'acaranya']","['keren', 'acara']","['keren', 'acara']"
"Namun dari yang saya dengarkan serta saya ikuti sudah cukup baik		",Namun dari yang saya dengarkan serta saya ikuti sudah cukup baik,namun dari yang saya dengarkan serta saya ikuti sudah cukup baik,"['namun', 'dari', 'yang', 'saya', 'dengarkan', 'serta', 'saya', 'ikuti', 'sudah', 'cukup', 'baik']","['namun', 'dari', 'yang', 'saya', 'dengar', 'serta', 'saya', 'ikut', 'sudah', 'cukup', 'baik']","['dengar', 'ikut', 'cukup', 'baik']"
"materi bermanfaat		",materi bermanfaat,materi bermanfaat,"['materi', 'bermanfaat']","['materi', 'bermanfaat']","['materi', 'bermanfaat']"
"Kasian yang pake paketan kak		",Kasian yang pake paketan kak,kasian yang pake paketan kak,"['kasian', 'yang', 'pake', 'paketan', 'kak']","['kasihan', 'yang', 'pakai', 'paket', 'kakak']","['kasihan', 'pakai', 'paket', 'kakak']"
"acaranya seru bgt loh		",acaranya seru bgt loh,acaranya seru bgt loh,"['acaranya', 'seru', 'bgt', 'loh']","['acara', 'menarik', 'banget', 'loh']","['acara', 'menarik', 'banget', 'loh']"
"Sudah sangat amat bagus dan bermanfaat terima kasih.		",Sudah sangat amat bagus dan bermanfaat terima kasih,sudah sangat amat bagus dan bermanfaat terima kasih,"['sudah', 'sangat', 'amat', 'bagus', 'dan', 'bermanfaat', 'terima', 'kasih']","['sudah', 'sangat', 'amat', 'keren', 'dan', 'bermanfaat', 'terima', 'kasih']","['keren', 'bermanfaat', 'terima', 'kasih']"
"kedepannya bisa lebih seru lagi		",kedepannya bisa lebih seru lagi,kedepannya bisa lebih seru lagi,"['kedepannya', 'bisa', 'lebih', 'seru', 'lagi']","['ke depannya', 'bisa', 'lebih', 'menarik', 'lagi']","['ke depannya', 'menarik']"
"lebih banyak mengundang orang"" sukses dalam bidan IT		",lebih banyak mengundang orang sukses dalam bidan IT,lebih banyak mengundang orang sukses dalam bidan it,"['lebih', 'banyak', 'mengundang', 'orang', 'sukses', 'dalam', 'bidan', 'it']","['lebih', 'banyak', 'undang', 'narasumber', 'sukses', 'dalam', 'bidang', 'teknologi informasi']","['banyak', 'undang', 'narasumber', 'sukses', 'bidang', 'teknologi informasi']"
"Banyakin Narasumbernnya		",Banyakin Narasumbernnya,banyakin narasumbernnya,"['banyakin', 'narasumbernnya']","['banyak', 'narasumber']","['banyak', 'narasumber']"
"bagian awardingnya ditambah lagi		",bagian awardingnya ditambah lagi,bagian awardingnya ditambah lagi,"['bagian', 'awardingnya', 'ditambah', 'lagi']","['bagian', 'penghargaan', 'tambah', 'lagi']","['bagian', 'penghargaan', 'tambah']"
"Untuk kritikan tidak ada karena pembicara, moderator, dan mc sangat bagus sekali karena bisa membangun suasana aktif peserta, saran dari aku kedepannya FKBMIK harus lebih menarik lagi dalam kegiatannya		",Untuk kritikan tidak ada karena pembicara moderator dan mc sangat bagus sekali karena bisa membangun suasana aktif peserta saran dari aku kedepannya FKBMIK harus lebih menarik lagi dalam kegiatannya,untuk kritikan tidak ada karena pembicara moderator dan mc sangat bagus sekali karena bisa membangun suasana aktif peserta saran dari aku kedepannya fkbmik harus lebih menarik lagi dalam kegiatannya,"['untuk', 'kritikan', 'tidak', 'ada', 'karena', 'pembicara', 'moderator', 'dan', 'mc', 'sangat', 'bagus', 'sekali', 'karena', 'bisa', 'membangun', 'suasana', 'aktif', 'peserta', 'saran', 'dari', 'aku', 'kedepannya', 'fkbmik', 'harus', 'lebih', 'menarik', 'lagi', 'dalam', 'kegiatannya']","['untuk', 'kritik', 'tidak', 'ada', 'karena', 'narasumber', 'moderator', 'dan', 'mc', 'sangat', 'keren', 'sekali', 'karena', 'bisa', 'membangun', 'suasana', 'aktif', 'peserta', 'usulan', 'dari', 'saya', 'ke depannya', 'fkbmik', 'harus', 'lebih', 'seru', 'lagi', 'dalam', 'acara']","['kritik', 'narasumber', 'moderator', 'mc', 'keren', 'sekali', 'membangun', 'suasana', 'aktif', 'peserta', 'usulan', 'ke depannya', 'fkbmik', 'seru', 'acara']"
"sudah bagus mantap		",sudah bagus mantap,sudah bagus mantap,"['sudah', 'bagus', 'mantap']","['sudah', 'keren', 'baik']","['keren', 'baik']"
"keren & sangat memberi ilmu untuk saya????		",keren sangat memberi ilmu untuk saya,keren sangat memberi ilmu untuk saya,"['keren', 'sangat', 'memberi', 'ilmu', 'untuk', 'saya']","['keren', 'sangat', 'memberi', 'pengalaman', 'untuk', 'saya']","['keren', 'memberi', 'pengalaman']"
"informasi yang disampaikan sangat membantu		",informasi yang disampaikan sangat membantu,informasi yang disampaikan sangat membantu,"['informasi', 'yang', 'disampaikan', 'sangat', 'membantu']","['penyampaian', 'yang', 'disampaikan', 'sangat', 'membantu']","['penyampaian', 'disampaikan', 'membantu']"
"Sangat menarik dan menambah ilmu		",Sangat menarik dan menambah ilmu,sangat menarik dan menambah ilmu,"['sangat', 'menarik', 'dan', 'menambah', 'ilmu']","['sangat', 'seru', 'dan', 'tambah', 'pengalaman']","['seru', 'tambah', 'pengalaman']"
"Udah bagus, mungkin kedepannya agar lebih tepat waktu		",Udah bagus mungkin kedepannya agar lebih tepat waktu,udah bagus mungkin kedepannya agar lebih tepat waktu,"['udah', 'bagus', 'mungkin', 'kedepannya', 'agar', 'lebih', 'tepat', 'waktu']","['sudah', 'keren', 'mungkin', 'ke depannya', 'agar', 'lebih', 'tepat', 'waktu']","['keren', 'mungkin', 'ke depannya', 'tepat', 'waktu']"
"Seruu dan menarik webinarnya		",Seruu dan menarik webinarnya,seruu dan menarik webinarnya,"['seruu', 'dan', 'menarik', 'webinarnya']","['menarik', 'dan', 'seru', 'seminar']","['menarik', 'seru', 'seminar']"
